division,year_clean,total_inches,state_grouped,position_grouped
I,sophomore,74.0,al,forward
I,sophomore,65.0,ok,guard
I,freshman,72.0,al,guard
I,junior,71.0,international,guard
I,senior,67.0,ny,guard
I,sophomore,71.0,ny,guard
I,graduate student,71.0,international,guard
I,sophomore,73.0,international,guard
I,graduate student,75.0,international,forward
I,senior,71.0,ny,guard
I,junior,68.0,oh,guard
I,junior,72.0,md,guard
I,senior,73.0,international,forward
I,senior,73.0,nj,forward
I,freshman,68.0,international,guard
I,sophomore,68.0,ny,guard
I,freshman,72.0,international,guard
I,freshman,65.0,international,guard
I,sophomore,70.0,va,guard
I,junior,69.0,fl,guard
I,freshman,73.0,ca,guard
I,senior,72.0,sc,guard
I,senior,73.0,mn,guard
I,senior,69.0,nc,guard
I,sophomore,74.0,md,forward
I,freshman,74.0,ga,forward
I,freshman,66.0,fl,guard
I,junior,72.0,tx,forward
I,senior,68.0,ga,guard
I,senior,74.0,ga,forward
I,junior,74.0,ks,forward
I,freshman,71.0,md,guard
I,sophomore,69.0,fl,guard
I,freshman,64.0,ca,guard
I,senior,75.0,international,forward
I,graduate student,71.0,oh,guard
I,sophomore,76.0,international,forward
I,senior,69.0,ca,guard
I,freshman,75.0,international,forward
I,freshman,74.0,tx,forward
I,freshman,71.0,ca,forward
I,sophomore,76.0,il,forward
I,senior,71.0,tx,guard
I,sophomore,76.0,international,forward
I,junior,75.0,international,forward
I,junior,71.0,mn,guard
I,junior,70.0,international,guard
I,graduate student,73.0,international,guard
I,graduate student,77.0,international,forward
I,freshman,69.0,international,guard
I,freshman,75.0,ca,forward
I,sophomore,74.0,ma,guard
I,freshman,74.0,in,forward
I,sophomore,71.0,va,guard
I,sophomore,77.0,ny,forward
I,junior,73.0,ny,forward
I,senior,71.0,in,guard
I,sophomore,72.0,oh,guard
I,sophomore,75.0,oh,guard
I,sophomore,72.0,il,guard
I,sophomore,68.0,in,guard
I,freshman,73.0,in,guard
I,freshman,74.0,in,forward
I,freshman,74.0,international,forward
I,senior,69.0,nj,guard
I,junior,76.0,mi,forward
I,junior,73.0,mi,guard
I,fifth year,73.0,in,guard
I,graduate student,75.0,in,forward
I,senior,76.0,international,center
I,junior,75.0,il,forward
I,freshman,68.0,ks,guard
I,freshman,74.0,fl,forward
I,graduate student,65.0,ia,guard
I,graduate student,67.0,ky,guard
I,junior,67.0,wa,guard
I,senior,70.0,international,guard
I,sophomore,73.0,ks,guard
I,junior,71.0,international,guard
I,freshman,72.0,md,guard
I,graduate student,77.0,tn,forward
I,freshman,74.0,oh,forward
I,graduate student,74.0,ga,guard
I,freshman,75.0,nc,forward
I,graduate student,77.0,ut,center
I,junior,75.0,ga,forward
I,sophomore,68.0,ca,guard
I,senior,75.0,international,forward
I,graduate student,68.0,international,guard
I,graduate student,67.0,international,guard
I,senior,66.0,international,guard
I,graduate student,69.0,international,guard
I,freshman,77.0,international,forward
I,senior,67.0,wa,guard
I,senior,72.0,international,forward
I,sophomore,72.0,international,forward
I,freshman,74.0,international,forward
I,sophomore,69.0,international,guard
I,junior,70.0,international,guard
I,sophomore,68.0,or,guard
I,graduate student,71.0,wa,guard
I,sophomore,73.0,fl,forward
I,junior,67.0,fl,guard
I,freshman,74.0,tx,guard
I,junior,73.0,oh,guard
I,senior,67.0,international,guard
I,freshman,71.0,international,guard
I,freshman,68.0,international,guard
I,freshman,75.0,international,forward
I,freshman,72.0,international,forward
I,junior,70.0,international,guard
I,sophomore,66.0,fl,guard
I,senior,76.0,international,forward
I,freshman,71.0,international,other
I,junior,69.0,international,guard
I,sophomore,66.0,international,guard
I,freshman,71.0,ca,guard
I,sophomore,71.0,mn,guard
I,freshman,72.0,id,forward
I,sophomore,74.0,mn,forward
I,sophomore,70.0,ut,guard
I,sophomore,80.0,international,center
I,freshman,73.0,ut,forward
I,junior,71.0,ar,forward
I,junior,74.0,other,forward
I,junior,76.0,id,forward
I,sophomore,77.0,international,forward
I,sophomore,72.0,tx,guard
I,junior,75.0,tx,center
I,sophomore,68.0,other,guard
I,freshman,69.0,ny,guard
I,senior,74.0,tx,forward
I,freshman,66.0,tx,guard
I,fifth year,69.0,tn,guard
I,sophomore,72.0,ca,forward
I,freshman,75.0,tx,center
I,sophomore,74.0,ok,forward
I,freshman,70.0,ok,guard
I,freshman,70.0,ok,guard
I,fifth year,72.0,ga,guard
I,fifth year,70.0,tx,guard
I,fifth year,71.0,ok,forward
I,junior,70.0,ca,guard
I,freshman,73.0,ca,forward
I,sophomore,66.0,id,guard
I,sophomore,72.0,wa,forward
I,senior,73.0,wa,guard
I,freshman,73.0,international,forward
I,freshman,67.0,wa,guard
I,freshman,71.0,wa,guard
I,junior,65.0,ca,guard
I,freshman,71.0,international,guard
I,graduate student,74.0,other,guard
I,sophomore,71.0,wa,forward
I,sophomore,69.0,ca,guard
I,junior,65.0,international,guard
I,graduate student,68.0,oh,guard
I,senior,68.0,international,guard
I,freshman,68.0,nj,guard
I,sophomore,69.0,va,guard
I,freshman,69.0,tx,guard
I,freshman,67.0,international,guard
I,senior,74.0,international,forward
I,freshman,70.0,international,guard
I,junior,74.0,international,forward
I,graduate student,72.0,international,forward
I,junior,74.0,international,forward
I,senior,73.0,mn,forward
I,senior,73.0,international,forward
I,sophomore,72.0,va,guard
I,senior,67.0,ny,guard
I,senior,70.0,co,guard
I,junior,73.0,oh,guard
I,sophomore,75.0,nc,forward
I,sophomore,72.0,tn,guard
I,freshman,68.0,international,guard
I,sophomore,73.0,international,forward
I,senior,74.0,international,forward
I,senior,74.0,ct,forward
I,sophomore,69.0,nc,guard
I,junior,70.0,tx,guard
I,junior,74.0,ga,forward
I,senior,70.0,nc,guard
I,senior,69.0,international,guard
I,freshman,70.0,wi,guard
I,junior,69.0,il,guard
I,senior,73.0,wi,center
I,freshman,68.0,ia,guard
I,sophomore,70.0,mn,forward
I,junior,68.0,ia,guard
I,freshman,69.0,mo,guard
I,graduate student,67.0,mo,guard
I,sophomore,70.0,il,guard
I,graduate student,71.0,ca,guard
I,junior,72.0,mo,forward
I,junior,69.0,ia,guard
I,sophomore,63.0,oh,guard
I,sophomore,74.0,international,guard
I,senior,75.0,international,center
I,junior,70.0,international,guard
I,freshman,69.0,international,guard
I,freshman,71.0,wa,guard
I,junior,76.0,international,center
I,fifth year,73.0,international,forward
I,senior,68.0,wa,guard
I,senior,68.0,international,guard
I,freshman,76.0,wa,forward
I,freshman,70.0,international,guard
I,senior,75.0,international,center
I,sophomore,74.0,international,guard
I,junior,72.0,id,guard
I,junior,72.0,international,forward
I,sophomore,76.0,other,center
I,sophomore,71.0,wa,guard
I,freshman,68.0,co,guard
I,graduate student,66.0,other,guard
I,freshman,71.0,international,guard
I,junior,75.0,international,forward
I,junior,73.0,international,forward
I,junior,70.0,international,guard
I,graduate student,69.0,ne,guard
I,sophomore,68.0,ks,guard
I,junior,71.0,ky,guard
I,graduate student,75.0,mn,center
I,graduate student,68.0,ga,guard
I,senior,74.0,ky,forward
I,senior,67.0,in,guard
I,freshman,70.0,international,guard
I,sophomore,72.0,ne,guard
I,junior,70.0,ny,guard
I,freshman,66.0,ga,guard
I,freshman,71.0,oh,forward
I,sophomore,71.0,ne,guard
I,freshman,70.0,international,guard
I,senior,73.0,oh,forward
I,junior,78.0,nc,forward
I,freshman,69.0,ok,guard
I,sophomore,66.0,ar,guard
I,sophomore,69.0,tx,guard
I,graduate student,71.0,nc,forward
I,freshman,71.0,ks,forward
I,sophomore,72.0,tx,center
I,sophomore,72.0,la,forward
I,sophomore,67.0,tx,guard
I,freshman,68.0,tx,guard
I,freshman,68.0,tx,guard
I,graduate student,69.0,tx,guard
I,sophomore,72.0,id,forward
I,sophomore,74.0,ok,forward
I,sophomore,72.0,mn,guard
I,senior,69.0,ms,forward
I,sophomore,66.0,ms,guard
I,senior,65.0,ms,guard
I,sophomore,65.0,ca,guard
I,sophomore,75.0,ca,center
I,freshman,72.0,international,forward
I,junior,64.0,ar,guard
I,junior,72.0,ms,guard
I,senior,62.0,ms,guard
I,sophomore,74.0,ms,forward
I,junior,69.0,tx,guard
I,senior,69.0,ny,forward
I,sophomore,66.0,other,guard
I,graduate student,73.0,oh,forward
I,junior,67.0,ms,guard
I,freshman,69.0,other,guard
I,sophomore,72.0,nc,guard
I,junior,72.0,nc,forward
I,senior,70.0,sc,guard
I,junior,70.0,nc,guard
I,freshman,68.0,ga,guard
I,sophomore,70.0,nc,guard
I,junior,67.0,va,guard
I,sophomore,69.0,va,guard
I,freshman,72.0,ga,forward
I,graduate student,70.0,tx,guard
I,graduate student,72.0,nc,guard
I,sophomore,73.0,nc,forward
I,senior,71.0,nc,guard
I,freshman,69.0,sc,guard
I,sophomore,70.0,mi,guard
I,graduate student,70.0,ar,guard
I,senior,66.0,in,guard
I,freshman,66.0,sc,guard
I,graduate student,65.0,ms,guard
I,graduate student,68.0,al,guard
I,senior,73.0,tx,forward
I,graduate student,73.0,il,center
I,freshman,70.0,tn,forward
I,graduate student,71.0,sc,guard
I,senior,67.0,ar,guard
I,senior,66.0,ga,guard
I,senior,70.0,nj,forward
I,sophomore,71.0,ca,guard
I,sophomore,67.0,ca,guard
I,senior,69.0,tx,guard
I,junior,71.0,tx,guard
I,senior,74.0,ar,forward
I,freshman,66.0,az,guard
I,senior,70.0,ut,guard
I,junior,70.0,wa,guard
I,senior,71.0,az,guard
I,senior,69.0,tx,guard
I,freshman,69.0,ca,guard
I,junior,72.0,ca,forward
I,senior,69.0,oh,guard
I,senior,70.0,tx,guard
I,sophomore,68.0,in,other
I,freshman,68.0,international,other
I,freshman,69.0,international,other
I,senior,68.0,mi,other
I,graduate student,72.0,international,other
I,freshman,68.0,ga,other
I,sophomore,74.0,ky,other
I,sophomore,73.0,in,other
I,senior,69.0,international,other
I,senior,70.0,ky,other
I,senior,75.0,oh,other
I,senior,69.0,fl,guard
I,freshman,76.0,il,center
I,freshman,73.0,ga,forward
I,senior,67.0,al,guard
I,sophomore,64.0,al,guard
I,freshman,68.0,al,guard
I,freshman,68.0,al,guard
I,freshman,69.0,mi,guard
I,freshman,70.0,ga,guard
I,junior,73.0,al,forward
I,junior,72.0,tn,forward
I,junior,73.0,az,forward
I,freshman,70.0,ms,forward
I,freshman,71.0,sc,forward
I,freshman,67.0,pa,guard
I,sophomore,66.0,oh,forward
I,freshman,67.0,mi,guard
I,senior,66.0,fl,guard
I,senior,70.0,fl,forward
I,junior,71.0,fl,guard
I,freshman,67.0,ct,guard
I,freshman,74.0,ga,forward
I,junior,73.0,pa,forward
I,sophomore,69.0,tx,guard
I,graduate student,67.0,ga,guard
I,freshman,67.0,md,guard
I,freshman,71.0,il,forward
I,sophomore,75.0,fl,center
I,senior,70.0,tx,guard
I,senior,70.0,ca,guard
I,sophomore,69.0,ca,guard
I,sophomore,68.0,ca,guard
I,freshman,72.0,ca,forward
I,junior,69.0,international,guard
I,junior,74.0,international,guard
I,senior,73.0,ny,guard
I,freshman,72.0,ca,forward
I,sophomore,68.0,ca,guard
I,senior,74.0,az,forward
I,senior,66.0,ca,guard
I,junior,72.0,ca,guard
I,freshman,68.0,wa,guard
I,senior,73.0,international,guard
I,freshman,75.0,mi,forward
I,sophomore,65.0,mo,guard
I,sophomore,69.0,tx,guard
I,freshman,71.0,international,guard
I,sophomore,66.0,tx,guard
I,graduate student,67.0,ms,guard
I,junior,72.0,tx,forward
I,junior,74.0,pa,guard
I,graduate student,70.0,tx,guard
I,sophomore,70.0,tx,guard
I,senior,74.0,fl,forward
I,junior,68.0,ks,guard
I,freshman,66.0,tx,guard
I,sophomore,78.0,la,center
I,senior,70.0,oh,guard
I,sophomore,67.0,oh,guard
I,freshman,66.0,oh,guard
I,junior,74.0,mi,forward
I,senior,70.0,international,guard
I,sophomore,70.0,oh,guard
I,junior,66.0,oh,guard
I,junior,72.0,il,forward
I,freshman,71.0,international,guard
I,senior,73.0,oh,forward
I,junior,71.0,mi,forward
I,senior,73.0,in,forward
I,junior,65.0,oh,guard
I,freshman,71.0,mi,guard
I,senior,69.0,oh,forward
I,senior,69.0,md,guard
I,freshman,69.0,oh,guard
I,freshman,70.0,ny,guard
I,freshman,67.0,ny,guard
I,freshman,69.0,ny,guard
I,freshman,72.0,ma,guard
I,senior,70.0,nj,guard
I,senior,70.0,tx,guard
I,senior,67.0,md,guard
I,senior,67.0,ny,guard
I,sophomore,73.0,international,forward
I,freshman,74.0,international,forward
I,graduate student,71.0,ma,guard
I,freshman,67.0,international,guard
I,freshman,73.0,nj,forward
I,sophomore,72.0,ny,forward
I,sophomore,72.0,nh,guard
I,junior,67.0,other,guard
I,junior,68.0,me,guard
I,senior,69.0,international,guard
I,freshman,70.0,me,guard
I,freshman,70.0,me,guard
I,senior,71.0,international,guard
I,junior,74.0,md,forward
I,junior,70.0,international,guard
I,sophomore,72.0,international,guard
I,freshman,75.0,international,forward
I,senior,74.0,nh,forward
I,sophomore,68.0,international,guard
I,sophomore,72.0,va,forward
I,sophomore,68.0,international,guard
I,freshman,66.0,ks,guard
I,freshman,67.0,ks,guard
I,freshman,65.0,international,guard
I,junior,70.0,fl,guard
I,sophomore,67.0,international,guard
I,junior,72.0,tx,guard
I,freshman,68.0,ga,guard
I,sophomore,69.0,mn,guard
I,junior,74.0,international,forward
I,junior,73.0,international,forward
I,junior,67.0,md,guard
I,fifth year,75.0,az,center
I,freshman,73.0,ct,forward
I,junior,71.0,mn,forward
I,freshman,67.0,international,guard
I,sophomore,68.0,ar,guard
I,junior,66.0,international,guard
I,graduate student,72.0,il,forward
I,sophomore,66.0,tx,guard
I,sophomore,64.0,ia,guard
I,sophomore,70.0,mi,guard
I,junior,69.0,il,guard
I,freshman,71.0,ia,guard
I,junior,72.0,il,forward
I,junior,73.0,ga,forward
I,senior,73.0,in,forward
I,freshman,73.0,wa,guard
I,freshman,69.0,other,guard
I,sophomore,69.0,wa,guard
I,graduate student,73.0,id,forward
I,freshman,71.0,international,guard
I,freshman,70.0,or,guard
I,senior,68.0,international,guard
I,junior,71.0,or,guard
I,junior,68.0,az,guard
I,junior,74.0,tx,forward
I,sophomore,74.0,wa,forward
I,junior,73.0,international,forward
I,sophomore,64.0,wa,guard
I,sophomore,68.0,or,guard
I,freshman,70.0,ca,guard
I,junior,75.0,ca,forward
I,senior,67.0,wi,guard
I,junior,67.0,other,guard
I,junior,64.0,international,guard
I,junior,75.0,international,forward
I,sophomore,67.0,nj,guard
I,freshman,63.0,ma,guard
I,freshman,76.0,ct,center
I,senior,74.0,international,forward
I,sophomore,74.0,nj,forward
I,senior,68.0,ma,guard
I,junior,70.0,other,guard
I,freshman,73.0,international,forward
I,sophomore,72.0,international,guard
I,junior,67.0,nj,guard
I,freshman,73.0,pa,guard
I,sophomore,72.0,ny,guard
I,sophomore,72.0,pa,guard
I,junior,69.0,ga,guard
I,sophomore,72.0,nh,guard
I,freshman,64.0,tx,guard
I,freshman,76.0,il,forward
I,senior,68.0,pa,guard
I,junior,72.0,wv,forward
I,junior,76.0,va,forward
I,junior,69.0,other,guard
I,freshman,74.0,nj,forward
I,senior,74.0,oh,forward
I,sophomore,71.0,oh,guard
I,freshman,67.0,in,guard
I,graduate student,67.0,wi,guard
I,sophomore,69.0,tx,guard
I,senior,72.0,il,guard
I,freshman,70.0,oh,guard
I,graduate student,70.0,in,guard
I,junior,71.0,wi,guard
I,junior,75.0,international,forward
I,freshman,72.0,wi,guard
I,junior,73.0,in,guard
I,sophomore,75.0,in,forward
I,junior,73.0,wi,forward
I,graduate student,74.0,ky,forward
I,junior,70.0,ky,guard
I,senior,67.0,tx,guard
I,freshman,71.0,az,guard
I,sophomore,69.0,ut,guard
I,freshman,68.0,ca,guard
I,sophomore,69.0,international,guard
I,sophomore,72.0,wa,forward
I,junior,68.0,international,guard
I,junior,73.0,ut,forward
I,sophomore,72.0,ar,guard
I,freshman,74.0,ut,forward
I,junior,70.0,ca,guard
I,sophomore,75.0,ut,forward
I,sophomore,72.0,md,forward
I,sophomore,76.0,ut,forward
I,sophomore,69.0,ut,guard
I,sophomore,69.0,ut,guard
I,graduate student,70.0,international,guard
I,sophomore,63.0,ca,guard
I,senior,69.0,ca,guard
I,freshman,72.0,ut,guard
I,sophomore,65.0,ca,guard
I,junior,69.0,ca,guard
I,senior,68.0,az,guard
I,freshman,74.0,other,forward
I,sophomore,70.0,ca,guard
I,freshman,72.0,ks,guard
I,freshman,72.0,ca,guard
I,junior,67.0,other,guard
I,graduate student,71.0,wa,guard
I,freshman,75.0,ca,forward
I,senior,73.0,international,forward
I,senior,71.0,wa,guard
I,freshman,72.0,ca,forward
I,junior,73.0,ca,forward
I,freshman,72.0,ga,forward
I,freshman,69.0,tn,guard
I,freshman,65.0,ga,guard
I,graduate student,72.0,fl,guard
I,junior,68.0,ar,guard
I,junior,72.0,ga,guard
I,junior,70.0,fl,guard
I,sophomore,68.0,oh,guard
I,junior,73.0,international,forward
I,freshman,75.0,il,forward
I,sophomore,67.0,tn,guard
I,junior,72.0,sc,guard
I,senior,73.0,ms,center
I,sophomore,68.0,international,guard
I,senior,68.0,nj,guard
I,sophomore,65.0,ma,guard
I,sophomore,65.0,ny,guard
I,sophomore,67.0,nj,guard
I,junior,67.0,ma,guard
I,freshman,69.0,international,guard
I,freshman,71.0,wi,forward
I,sophomore,65.0,ct,guard
I,freshman,68.0,nj,guard
I,junior,70.0,international,guard
I,freshman,74.0,international,forward
I,junior,72.0,va,forward
I,freshman,72.0,va,center
I,sophomore,72.0,ma,forward
I,sophomore,66.0,sc,guard
I,sophomore,74.0,fl,forward
I,senior,67.0,nc,guard
I,freshman,72.0,nc,guard
I,sophomore,68.0,nc,guard
I,fifth year,69.0,nc,guard
I,junior,74.0,va,forward
I,fifth year,67.0,nc,guard
I,junior,73.0,nc,guard
I,fifth year,66.0,sc,guard
I,freshman,74.0,nc,forward
I,junior,78.0,sc,center
I,junior,66.0,ca,guard
I,junior,70.0,oh,guard
I,senior,68.0,wi,guard
I,freshman,75.0,wi,forward
I,junior,76.0,international,center
I,junior,70.0,international,guard
I,graduate student,72.0,international,guard
I,senior,70.0,tn,forward
I,junior,68.0,tx,guard
I,freshman,73.0,oh,forward
I,senior,73.0,international,guard
I,senior,70.0,il,guard
I,senior,72.0,md,forward
I,junior,67.0,international,guard
I,junior,68.0,tn,guard
I,sophomore,68.0,tx,guard
I,freshman,70.0,ia,guard
I,sophomore,67.0,ar,guard
I,senior,69.0,nc,guard
I,sophomore,68.0,international,guard
I,graduate student,74.0,international,center
I,graduate student,71.0,pa,forward
I,graduate student,70.0,mo,guard
I,sophomore,72.0,ga,forward
I,senior,71.0,ga,forward
I,senior,71.0,il,forward
I,junior,66.0,fl,guard
I,sophomore,65.0,tx,guard
I,freshman,72.0,fl,forward
I,freshman,68.0,al,guard
I,junior,68.0,sc,guard
I,freshman,69.0,fl,other
I,senior,69.0,nc,guard
I,sophomore,68.0,nj,guard
I,junior,73.0,tx,guard
I,senior,66.0,ny,guard
I,junior,72.0,tx,forward
I,freshman,66.0,wa,guard
I,junior,74.0,ga,forward
I,junior,74.0,tx,forward
I,sophomore,70.0,md,guard
I,freshman,72.0,nj,guard
I,senior,66.0,pa,guard
I,freshman,68.0,nj,guard
I,sophomore,68.0,ct,guard
I,junior,72.0,fl,forward
I,sophomore,73.0,md,forward
I,freshman,72.0,ma,forward
I,senior,71.0,ny,guard
I,senior,70.0,nj,guard
I,freshman,70.0,international,guard
I,junior,71.0,il,guard
I,sophomore,76.0,ca,forward
I,senior,74.0,il,forward
I,junior,72.0,il,forward
I,freshman,71.0,nj,guard
I,junior,68.0,tx,guard
I,freshman,69.0,ny,guard
I,freshman,64.0,tx,guard
I,senior,67.0,ca,guard
I,sophomore,73.0,ma,forward
I,junior,68.0,ky,guard
I,sophomore,74.0,ca,forward
I,junior,68.0,other,guard
I,senior,71.0,va,forward
I,senior,68.0,nj,guard
I,sophomore,71.0,il,forward
I,sophomore,69.0,ny,guard
I,freshman,73.0,il,forward
I,freshman,72.0,nc,guard
I,sophomore,68.0,ca,guard
I,sophomore,68.0,az,guard
I,freshman,67.0,ca,guard
I,sophomore,75.0,international,forward
I,junior,70.0,international,guard
I,freshman,72.0,ny,guard
I,junior,65.0,international,guard
I,senior,69.0,ca,guard
I,senior,75.0,international,center
I,freshman,66.0,ca,guard
I,freshman,74.0,ny,forward
I,sophomore,70.0,ca,guard
I,freshman,70.0,other,guard
I,freshman,73.0,ca,guard
I,freshman,67.0,ga,guard
I,freshman,68.0,fl,guard
I,senior,70.0,oh,guard
I,freshman,73.0,international,guard
I,freshman,71.0,international,guard
I,senior,67.0,tn,guard
I,freshman,66.0,al,guard
I,sophomore,72.0,al,guard
I,freshman,76.0,ga,forward
I,senior,71.0,tx,guard
I,junior,75.0,la,forward
I,freshman,73.0,international,forward
I,freshman,71.0,pa,guard
I,senior,69.0,md,guard
I,senior,72.0,ct,guard
I,senior,70.0,ny,guard
I,sophomore,70.0,international,guard
I,junior,73.0,international,forward
I,senior,73.0,fl,forward
I,senior,64.0,va,guard
I,senior,72.0,ia,guard
I,junior,67.0,oh,guard
I,senior,71.0,ga,guard
I,sophomore,73.0,international,forward
I,junior,73.0,pa,guard
I,junior,71.0,fl,guard
I,senior,68.0,nc,guard
I,sophomore,72.0,pa,forward
I,junior,68.0,other,guard
I,senior,70.0,international,guard
I,junior,69.0,mn,guard
I,freshman,73.0,nj,forward
I,junior,70.0,nj,guard
I,junior,72.0,tn,guard
I,freshman,75.0,pa,forward
I,sophomore,76.0,international,forward
I,sophomore,68.0,tn,guard
I,freshman,69.0,nj,guard
I,freshman,66.0,me,guard
I,senior,71.0,ca,forward
I,sophomore,69.0,pa,guard
I,senior,72.0,ia,forward
I,senior,70.0,international,guard
I,sophomore,70.0,nc,guard
I,fifth year,69.0,co,guard
I,freshman,70.0,fl,guard
I,sophomore,74.0,international,forward
I,sophomore,73.0,ga,forward
I,sophomore,71.0,ny,guard
I,senior,69.0,in,guard
I,senior,72.0,fl,forward
I,senior,75.0,international,forward
I,sophomore,74.0,ga,guard
I,junior,75.0,nc,forward
I,sophomore,73.0,il,forward
I,sophomore,70.0,international,guard
I,freshman,65.0,il,guard
I,sophomore,72.0,va,forward
I,junior,68.0,other,guard
I,sophomore,67.0,nj,guard
I,junior,72.0,international,guard
I,graduate student,68.0,fl,guard
